交代,"alternation, change, relief, relay, shift, substitution (sports, etc.), taking turns",交代[こうたい],"Noun, Suru verb, Transitive verb, Intransitive verb",,,jlpt-n2
枯れる,"to wither (of a plant), to be blasted, to die",枯[か]れる,"Ichidan verb, Intransitive verb","to mature (of one's personality, abilities, etc.)",,jlpt-n2
当たり前,"natural, reasonable, obvious",当[あ]たり 前[まえ],"Noun which may take the genitive case particle 'no', Na-adjective , Noun","usual, common, ordinary, commonplace, the norm",,jlpt-n1 jlpt-n2
外れる,"to be disconnected, to get out of place, to be off, to be out (e.g. of gear)",外[はず]れる,"Ichidan verb, Intransitive verb","to miss the mark, to get it wrong (e.g. guess, expectation), to draw a blank (e.g. lottery); to be removed, to be excluded; to be contrary to, to go against",,jlpt-n2
広げる,"to spread, to extend, to expand, to enlarge, to widen, to broaden",広[ひろ]げる,"Ichidan verb, Transitive verb","to unfold, to open, to unroll, to unwrap; to scatter about, to spread around; to make flourish, to cause to prosper",,jlpt-n2
取り消す,"to cancel, to withdraw, to retract, to take back (words, etc.), to revoke",取[と]り 消[け]す,"Godan verb with 'su' ending, Transitive verb",,,jlpt-n2
伝わる,"to spread (of a rumour, news, etc.), to travel, to circulate, to go around, to be passed around, to become known",伝[つた]わる,"Godan verb with 'ru' ending, Intransitive verb","to be handed down (from generation to generation), to be passed down; to be introduced (to a country, region, etc.), to be brought, to come; to be conveyed (of a feeling, impression, etc.), to be felt, to come across; to travel (of sound, electricity, etc.), to propagate, to be conducted, to be transmitted; to go along, to move along",,jlpt-n2
見送る,"to see someone off (at a station, an airport, etc.), to escort (e.g. home)",見送[みおく]る,"Godan verb with 'ru' ending, Transitive verb","to follow something with one's eyes until it is out of sight; to let pass, to pass up (an opportunity etc.), to let a pitch go by (baseball), to watch a batted ball go into the stands; to shelve (a plan, deliberation on a bill, etc.), to postpone; to have someone related or close to you die, to bury someone; to take care of someone until he dies; to wait and see, to continue (e.g. in legal contexts)",,jlpt-n2
刺す,"to pierce, to stab, to prick, to stick, to thrust",刺[さ]す,"Godan verb with 'su' ending, Transitive verb","to sting, to bite; to sew, to stitch, to embroider; to pole (a boat); to catch (with a limed pole); to put (a runner) out, to pick off",,jlpt-n2
接する,"to touch, to come in contact with, to border on, to adjoin, to be adjacent, to be close",接[せっ]する,"Suru verb - special class, Intransitive verb","to receive (e.g. visitor), to attend to, to serve, to take care of, to look after, to act towards, to deal with, to see; to receive (news), to get, to hear; to encounter, to come across; to be tangent to; to make touch, to bring into contact with, to bring adjacent to, to bring close, to connect",,jlpt-n2
売り上げ,"amount sold, sales, proceeds, takings, turnover",売[う]り 上[あ]げ,Noun,,,jlpt-n2
配る,"to distribute, to hand out, to deliver, to deal out, to serve out",配[くば]る,"Godan verb with 'ru' ending, Transitive verb","to allot, to allocate, to place (staff, soldiers, etc.), to station",,jlpt-n2
分かれる,"to branch, to fork, to diverge",分[わ]かれる,"Ichidan verb, Intransitive verb","to separate, to split, to divide; to disperse, to scatter",,jlpt-n2
属する,"to belong to, to come under, to be affiliated with, to be subject to",属[ぞく]する,"Suru verb - special class, Intransitive verb",,,jlpt-n2
作成,"making (a report, plan, contract, etc.), drawing up, writing out, preparing, creating (a file, website, account, etc.)",作成[さくせい],"Noun, Suru verb, Transitive verb",,,jlpt-n2
呼び出す,"to call (someone) to (the door, phone, etc.), to tell (someone) to come, to call up (on the phone), to summon, to page, to invoke (e.g. a spirit)",呼[よ]び 出[だ]す,"Godan verb with 'su' ending, Transitive verb","to invoke (e.g. a subroutine), to call, to open (e.g. a file)",,jlpt-n2
飢える,"to starve, to be famished, to be hungry",飢[う]える,"Ichidan verb, Intransitive verb","to be starved of (e.g. love), to be thirsty for (e.g. knowledge), to be hungry for",,jlpt-n2
積む,"to pile up, to stack",積[つ]む,"Godan verb with 'mu' ending, Transitive verb","to load (car, ship, etc.), to pack; to acquire, to accumulate",,jlpt-n2
性質,"nature (of a person), disposition, temperament, character",性質[せいしつ],Noun,"quality, inherent characteristic, property, nature, (chemical) behavior",,jlpt-n2
懐かしい,"dear (old), fondly-remembered, beloved, missed, nostalgic",懐[なつ]かしい,I-adjective ,,,jlpt-n2
建つ,"to be erected, to be built",建[た]つ,"Godan verb with 'tsu' ending, Intransitive verb",,,jlpt-n2
方針,"policy, course, plan (of action), principle",方針[ほうしん],Noun,magnetic needle,,jlpt-n2
埋める,to bury (e.g. in the ground),埋[う]める,"Ichidan verb, Transitive verb","to fill up (e.g. audience fills a hall), to cause to be packed; to plug (a gap), to stop (a gap), to bridge (a difference, a gap), to fill (a seat, a vacant position), to fill out (a form, a sheet); to make up for (a loss, shortage, etc.), to make amends, to compensate for; to put cold water (in a bath); to cover, to scatter something over",,jlpt-n2
解散,"breaking up (a meeting, gathering, etc.), dispersal (e.g. of a crowd)",解散[かいさん],"Noun, Suru verb, Transitive verb, Intransitive verb","dissolution (of a company, organization, etc.), winding-up, disbandment, split-up; dissolution (of the Diet, Parliament, etc.)",,jlpt-n2
兼ねる,"to be unable to, to find difficult (unpleasant, awkward, painful) to do",かねる,"Suffix, Ichidan verb","to serve two or more functions or roles simultaneously, to contain (or combine) two or more features; to work in two or more jobs simultaneously (positions, etc.), to do alongside; to hesitate to do something (out of consideration for others); to think of the future (as well as the present)",,jlpt-n2usually_kana
法則,"law, rule",法則[ほうそく],Noun,,,jlpt-n2
余計,"extra, more, too much, too many, excessive, superfluous, spare, surplus",余計[よけい],Na-adjective ,"unnecessary, needless, uncalled-for, unwanted, uninvited; all the more, even more",,jlpt-n2
生き生き,"in a lively way, vividly, freshly, animatedly, actively, energetically",生[い]き 生[い]き,"Adverb , Adverb taking the 'to' particle, Suru verb",,,jlpt-n2
夫妻,"husband and wife, married couple",夫妻[ふさい],Noun,,,jlpt-n2
発揮,"show (of power, ability, etc.), exhibition, demonstration, display, manifestation",発揮[はっき],"Noun, Suru verb, Transitive verb",,,jlpt-n2
原稿,"manuscript, copy, draft, notes, contribution",原稿[げんこう],Noun,,,jlpt-n2
日差し,"sunlight, rays of the Sun",日差[ひざ]し,Noun,,,jlpt-n2
国王,"king, queen, monarch, sovereign",国王[こくおう],Noun,"the Crown (as a focus of authority in the UK, etc.), the throne",,jlpt-n2
本来,"originally, primarily",本来[ほんらい],"Noun, Noun which may take the genitive case particle 'no', Adverb ","essentially, intrinsically, naturally, by nature, in (and of) itself; proper, rightful, legal, normal",,jlpt-n2
別荘,"holiday house, vacation home, villa",別荘[べっそう],Noun,"prison, jail",,jlpt-n2
女房,wife (esp. one's own wife),女房[にょうぼう],Noun,"court lady, female court attache, woman who served at the imperial palace; woman (esp. as a love interest)",,jlpt-n2
締め切り,"deadline, closing, cut-off",締[し]め 切[き]り,Noun,"closing (a door, window, etc.); cofferdam",,jlpt-n1 jlpt-n2
登場,"entrance (on the stage), appearance (in a book, film, etc.)",登場[とうじょう],"Noun, Suru verb, Intransitive verb","appearance (on the scene), arrival (on the market), emergence, introduction, advent",,jlpt-n2
実力,"(real) ability, true strength, merit, efficiency, competency",実力[じつりょく],Noun,"arms, force",,jlpt-n2
皮肉,"irony, sarcasm, cynicism, satire",皮肉[ひにく],"Noun, Na-adjective , Noun which may take the genitive case particle 'no'","unexpected, different from what one expected, not as one had planned; (only) surface, something superficial; skin and bone, body",,jlpt-n2
以降,"on and after, from ... onward, since",以降[いこう],"Noun, Adverb ",,,jlpt-n2
蚊,mosquito,蚊[か],Noun,,,jlpt-n2
動作,"movement (of the body), action, motion, gesture",動作[どうさ],Noun,"bearing, carriage, behaviour, behavior, demeanour, demeanor; operation (of a machine, software, etc.), running, working, functioning",,jlpt-n2
絞る,"to wring (towel, rag), to squeeze",絞[しぼ]る,"Godan verb with 'ru' ending, Transitive verb","to squeeze (fruit to extract juice), to press, to extract, to milk, to express milk; to rack (one's brains), to strain (one's voice); to extort, to exploit; to chew out, to reprimand severely, to rake over the coals, to give a sound scolding, to tell someone off, to scold, to rebuke; to drill into, to train; to narrow down (one's focus), to whittle down; to gather up (curtain, etc.), to tighten (drawstring); to stop down (lens); to turn down (e.g. radio); to bend (bow), to draw; to hold down, to constrict, to immobilize",,jlpt-n2
例外,exception,例外[れいがい],"Noun, Noun which may take the genitive case particle 'no'",,,jlpt-n2
幼児,"young child, toddler",幼児[ようじ],Noun,child over 1 but not yet of school age,,jlpt-n2
傑作,"masterpiece, masterwork, chef d'oeuvre, fine piece of work",傑作[けっさく],Noun,"(unintentionally) hilarious, absurd (e.g. blunder), outrageous, wild",,jlpt-n2
一流,"first-class, first-rate, top-flight, top-ranking, leading, eminent, top",一流[いちりゅう],"Noun which may take the genitive case particle 'no', Noun","characteristic (of), peculiar (to), unique (to); school (e.g. of flower arrangement); one flag, one banner, one streamer",,jlpt-n2
集会,"meeting, assembly, gathering, congregation, convention, rally",集会[しゅうかい],"Noun, Suru verb, Intransitive verb",,,jlpt-n2
出張,"business trip, official trip",出張[しゅっちょう],"Noun, Suru verb, Intransitive verb",,,jlpt-n2
縛る,"to tie, to bind, to fasten",縛[しば]る,"Godan verb with 'ru' ending, Transitive verb","to restrict (freedom), to tie down (with rules, regulations, etc.), to fetter",,jlpt-n2
侵入,"invasion, incursion, raid, aggression, intrusion, trespass, penetration, hacking",侵入[しんにゅう],"Noun, Suru verb, Intransitive verb",,,jlpt-n2
狙い,aim,狙[ねら]い,Noun,,,jlpt-n2
全身,"whole (body), full-length (e.g. portrait)",全身[ぜんしん],"Noun, Noun which may take the genitive case particle 'no'",systemic,,jlpt-n2
低下,"fall, decline, lowering, deterioration, degradation",低下[ていか],"Noun, Suru verb, Intransitive verb",,,jlpt-n2
要領,"point, gist, essentials, tenets, outline",要領[ようりょう],Noun,"knack, trick, the ropes",,jlpt-n2
余る,"to remain, to be left over, to be in excess, to be too many",余[あま]る,"Godan verb with 'ru' ending, Intransitive verb",,,jlpt-n2
周辺,"circumference, outskirts, environs, around, in the area of, in the vicinity of",周辺[しゅうへん],Noun,(computer) peripheral,,jlpt-n2
普及,"diffusion, spread, popularization, promulgation, familiarization",普及[ふきゅう],"Noun, Suru verb, Transitive verb, Intransitive verb",,,jlpt-n2
校舎,"school building, schoolhouse",校舎[こうしゃ],Noun,,,jlpt-n2
仲良し,"close friendship, close friend, good friend, bosom buddy, chum, pal",仲良[なかよ]し,"Noun, Noun which may take the genitive case particle 'no'",,,jlpt-n2
分類,"classification, categorization, sorting",分類[ぶんるい],"Noun, Suru verb, Transitive verb",,,jlpt-n2
手入れ,"care, looking after, repair, maintenance, tending, trimming, grooming",手入[てい]れ,"Noun, Suru verb, Transitive verb","(police) raid, crackdown",,jlpt-n2
公正,"justice, fairness, impartiality",公正[こうせい],"Noun, Na-adjective ",,,jlpt-n2
高度,"altitude, height, elevation",高度[こうど],Noun,"high-degree, high-grade, advanced, sophisticated, strong",,jlpt-n2
改正,"revision, amendment, alteration",改正[かいせい],"Noun, Suru verb, Transitive verb, Noun which may take the genitive case particle 'no'",,,jlpt-n2
特定,"specific, particular, designated, special",特定[とくてい],Noun which may take the genitive case particle 'no',"specifying, designating, identifying, pinpointing",,jlpt-n2
満点,"perfect score, full marks",満点[まんてん],"Noun, Noun which may take the genitive case particle 'no'","extremely, very, quite",,jlpt-n2
郵送,"mailing, posting",郵送[ゆうそう],"Noun, Suru verb, Transitive verb",,,jlpt-n2
一定,"to fix, to settle, to standardize, to regularize",一定[いってい],"Suru verb, Transitive verb, Intransitive verb","constant, definite, uniform, defined, certain, prescribed",,jlpt-n1 jlpt-n2
地点,"spot, point, place, position",地点[ちてん],Noun,,,jlpt-n2
食器,tableware,食器[しょっき],Noun,,,jlpt-n2
項目,"item, heading, category, clause",項目[こうもく],Noun,"headword (in a dictionary, encyclopedia, etc.), entry",,jlpt-n2
判事,"judge, judiciary",判事[はんじ],Noun,,,jlpt-n2
統計,statistics,統計[とうけい],"Noun, Suru verb, Transitive verb, Noun which may take the genitive case particle 'no'",,,jlpt-n2
詰まる,"to be packed (with), to be full (space, schedule, etc.)",詰[つ]まる,"Godan verb with 'ru' ending, Intransitive verb","to be blocked (road, pipe, nose, etc.), to be clogged, to be plugged up; to shorten (width, interval, etc.), to shrink (shirt, word form, etc.), to narrow; to be at a loss, to be hard pressed; to end up, to be settled; to become a geminate consonant; to hit the ball near the handle of the bat",,jlpt-n2
接近,"getting closer, drawing nearer, approaching",接近[せっきん],"Noun, Suru verb, Intransitive verb","being not much different, being near (age, skill, etc.); becoming close (i.e. friendly), becoming intimate",,jlpt-n2
高める,"to raise, to lift, to boost, to enhance",高[たか]める,"Ichidan verb, Transitive verb",,,jlpt-n2
刻む,"to mince, to cut fine, to chop up, to hash, to shred",刻[きざ]む,"Godan verb with 'mu' ending, Transitive verb","to carve, to engrave, to chisel, to notch; to tick away (time), to beat out (e.g. rhythm), to record the passing moments; to etch (into one's mind), to remember distinctly; to have tattooed; to torment",,jlpt-n2
乱暴,"violence, assault, rowdiness, wildness, running riot",乱暴[らんぼう],"Noun, Na-adjective , Suru verb, Intransitive verb","rough (handling, language, etc.), reckless, careless, coarse, rude, unreasonable (e.g. demand), wild (e.g. argument); rape, sexual assault",,jlpt-n2
学科,"study subject, course of study",学科[がっか],Noun,"department (university, etc.)",,jlpt-n2
調整,"adjustment, regulation, coordination, reconciliation, tuning, fixing, tailoring",調整[ちょうせい],"Noun, Suru verb, Transitive verb",,,jlpt-n2
時速,speed (per hour),時速[じそく],Noun,,,jlpt-n2
日の出,sunrise,日[ひ]の 出[で],Noun,,,jlpt-n2
構造,"structure, construction, makeup, framework, organization, pattern",構造[こうぞう],Noun,,,jlpt-n2
手ごろ,"handy, convenient",手[て]ごろ,"Na-adjective , Noun","suitable, reasonable, moderate",,jlpt-n2
展開,"development, evolution, progression, unfolding, (plot) twist",展開[てんかい],"Noun, Suru verb, Transitive verb, Intransitive verb","expansion, spreading out, extending, deployment, building up; expansion (of an algebraic expression); development (of a three-dimensional shape); extraction (of compressed data), decompression, unpacking",,jlpt-n2
小遣い,"pocket money, spending money, pin money, allowance",小遣[こづか]い,Noun,,,jlpt-n2
苦情,"complaint, troubles, objection, grievance",苦情[くじょう],Noun,,,jlpt-n2
標識,"sign, mark, marker, beacon",標識[ひょうしき],Noun,marker,,jlpt-n2
見舞う,"to visit and comfort or console, to go to see (e.g. someone in hospital), to ask after (e.g. someone's health), to inquire after",見舞[みま]う,"Godan verb with 'u' ending, Transitive verb","to attack, to hit, to strike, to deal (a punch)",,jlpt-n2
見本,"sample, specimen, pattern",見本[みほん],"Noun, Noun which may take the genitive case particle 'no'","model, example",,jlpt-n2
往復,"making a round trip, going and returning, coming and going",往復[おうふく],"Noun, Suru verb, Intransitive verb","round-trip ticket, return ticket; correspondence, exchanging (of letters); keeping company (with), socializing, visiting each other",,jlpt-n2
教養,"(understanding or appreciation of) culture, (one's) education, cultivation, sophistication, refinement",教養[きょうよう],Noun,,,jlpt-n2
素直,"obedient, meek, docile, unaffected",素直[すなお],"Na-adjective , Noun","honest, frank, upfront (about one's feelings); straight (e.g. hair); without peculiarity, without mannerisms, standard, neat (e.g. handwriting)",,jlpt-n2
崩れる,"to collapse, to crumble",崩[くず]れる,"Ichidan verb, Intransitive verb","to get out of shape, to lose one's shape, to become disorganized, to become untidy; to break down, to be thrown into disarray; to crash (stock market), to slump, to decline; to break money into small change; to turn bad (e.g. weather), to change for the worse, to deteriorate",,jlpt-n2
対策,"measure, step, countermeasure, counterplan, countermove, strategy, preparation (e.g. for a test)",対策[たいさく],Noun,,,jlpt-n2
反映,reflection (of light),反映[はんえい],"Noun, Suru verb, Transitive verb, Intransitive verb","reflection (of society, attitudes, etc.); application (of an update, changes, etc.), taking effect",,jlpt-n2
前後,"front and rear, front and back, before and behind, back and forth",前後[ぜんご],Noun,"before and after; around, about, approximately; order, context; consequences; just when, around the time of; inversion, reversion, getting out of order; co-occurring, happening at the same time",,jlpt-n2
役者,"actor, actress",役者[やくしゃ],Noun,"man of wits, clever person, cunning fellow",,jlpt-n2
重役,"(company) director, executive, top management",重役[じゅうやく],Noun,"important post, role with heavy responsibilities",,jlpt-n1 jlpt-n2
弱点,"weak point, weakness, shortcoming, defect, flaw, sore spot, tender spot",弱点[じゃくてん],Noun,,,jlpt-n2
娯楽,"amusement, entertainment, recreation, pleasure, pastime, hobby",娯楽[ごらく],"Noun, Suru verb",,,jlpt-n2
派手,"showy, loud, flashy, gaudy",派手[はで],"Na-adjective , Noun",,,jlpt-n2
役目,"duty, role, function",役目[やくめ],Noun,,,jlpt-n2
解答,"answer, solution",解答[かいとう],"Noun, Suru verb, Intransitive verb",,,jlpt-n2
総理大臣,"prime minister (as the head of a cabinet government), premier",総理大臣[そうりだいじん],Noun,,,jlpt-n2
知人,"friend, acquaintance",知人[ちじん],Noun,,,jlpt-n2
無数,"innumerable, countless, numberless",無数[むすう],"Noun which may take the genitive case particle 'no', Na-adjective , Noun",,,jlpt-n2
頭脳,"head, brains",頭脳[ずのう],Noun,"intellect, understanding",,jlpt-n2
満員,"full house, no vacancy, sold out, standing room only, full (of people), crowded",満員[まんいん],"Noun, Noun which may take the genitive case particle 'no'",,,jlpt-n2
挟む,"to hold between (e.g. one's fingers, chopsticks), to grip (from both sides)",挟[はさ]む,"Godan verb with 'mu' ending, Transitive verb","to put between, to sandwich between, to insert, to interpose; to catch (e.g. a finger in a door), to trap, to pinch; to insert (e.g. a break into proceedings), to interpose (e.g. an objection), to interject, to throw in (e.g. a joke); to be on either side of (a road, table, etc.), to have between each other, to be across (a street, river, etc.); to harbour (feelings), to cast (e.g. doubt)",,jlpt-n2
基準,"standard, basis, criterion, norm, reference, datum",基準[きじゅん],"Noun, Noun which may take the genitive case particle 'no'",,,jlpt-n2
祖先,ancestor,祖先[そせん],Noun,,,jlpt-n2
早口,"fast-talking, rapid talking",早口[はやくち],"Noun, Noun which may take the genitive case particle 'no'",,,jlpt-n2
焦点,"focus, focal point",焦点[しょうてん],Noun,"focus (of attention, a discussion, etc.), point at issue, central point; focus",,jlpt-n2
分解,"disassembly, dismantling, disaggregating, taking apart, breaking up, analysis, parsing",分解[ぶんかい],"Noun, Suru verb, Transitive verb, Intransitive verb","decomposition, resolution, disintegration, degradation; factorization",,jlpt-n2
箇所,"place, point, part, spot, area, passage, portion",箇所[かしょ],Noun,"counter for places, parts, passages, etc.",,jlpt-n1 jlpt-n2
油断,"negligence, carelessness, inattention, unpreparedness",油断[ゆだん],"Noun, Suru verb, Intransitive verb",,,jlpt-n2
停車,"stopping (of a train, car, etc.), stop",停車[ていしゃ],"Noun, Suru verb, Intransitive verb",,,jlpt-n2
冷やす,"to cool (from room temperature), to chill, to refrigerate",冷[ひ]やす,"Godan verb with 'su' ending, Transitive verb","to calm down, to cool off, to regain one's composure, to relax; to be frightened (at), to be scared (of)",,jlpt-n2
花嫁,bride,花嫁[はなよめ],Noun,,,jlpt-n2
温まる,"to warm oneself, to sun oneself, to warm up, to get warm",温[あたた]まる,"Godan verb with 'ru' ending, Intransitive verb",,,jlpt-n2
先頭,"head (of a line, group, etc.), front, lead, forefront, vanguard",先頭[せんとう],Noun,,,jlpt-n2
停止,"stoppage, coming to a stop, halt, standstill",停止[ていし],"Noun, Suru verb, Transitive verb, Intransitive verb","ceasing (movement, activity, etc.), suspension (of operations), interruption (e.g. of electricity supply), cutting off; suspension (of payment, a licence, etc.), (temporary) prohibition, ban; suspension of music, dance, etc. as a sign of mourning for a prominent person",,jlpt-n2
延長,"extension, elongation, prolongation, lengthening",延長[えんちょう],"Noun, Suru verb, Transitive verb, Intransitive verb","(total) length; extension (e.g. of one's work), continuation; extension (of a line segment); extension (property of occupying space); Enchō era (923.4.11-931.4.26)",,jlpt-n2
活躍,"activity (esp. energetic or successful), great efforts, active participation",活躍[かつやく],"Noun, Suru verb, Intransitive verb",walking about with great vigor,,jlpt-n2
応援,"aid, assistance, help, support, reinforcement",応援[おうえん],"Noun, Suru verb, Transitive verb","cheering, rooting (for), support",,jlpt-n2
可決,"approval, adoption (of a motion, bill, etc.), passage",可決[かけつ],"Noun, Suru verb, Transitive verb",,,jlpt-n2
受話器,(telephone) receiver,受話器[じゅわき],Noun,,,jlpt-n2
修繕,"repair, mending",修繕[しゅうぜん],"Noun, Suru verb, Transitive verb",,,jlpt-n2
終了,"end, close, termination",終了[しゅうりょう],"Noun, Suru verb, Transitive verb, Intransitive verb",,,jlpt-n2
塊,"lump, mass, bundle, clump, clod, cluster",塊[かたまり],Noun,"group, crowd; embodiment (of an idea, quality, feeling etc.), personification",,jlpt-n2
生存,"existence, being, survival",生存[せいぞん],Noun,"to exist, to live, to survive",,jlpt-n2
寄せる,"to come near, to let someone approach",寄[よ]せる,"Ichidan verb, Transitive verb","to bring near, to bring together, to collect, to gather; to deliver (opinion, news, etc.), to send (e.g. a letter), to contribute, to donate; to let someone drop by; to add (numbers); to have feelings for (love, goodwill, trust, etc.); to rely upon for a time, to depend on; to use as a pretext; to put aside; to press, to push, to force; to include, to welcome (in a group), to let in",,jlpt-n2
期限,"term, period, time frame",期限[きげん],Noun,"time limit, deadline, cutoff (date)",,jlpt-n2
呼びかける,"to call out to, to hail, to address",呼[よ]びかける,"Ichidan verb, Transitive verb",to appeal,,jlpt-n2
見学,"inspection, study by observation, field trip, tour, review",見学[けんがく],"Noun, Suru verb",sitting out (e.g. PE class),,jlpt-n2
回答,"reply, answer",回答[かいとう],"Noun, Suru verb, Transitive verb, Intransitive verb",,,jlpt-n2
干す,"to air, to dry, to desiccate",干[ほ]す,"Godan verb with 'su' ending, Transitive verb","to drain (off); to drink up; to deprive of a role, job, etc.",,jlpt-n2
防止,"prevention, check",防止[ぼうし],"Noun, Suru verb, Transitive verb",,,jlpt-n2
心得る,"to know, to understand, to be aware of, to regard as, to take for",心得[こころえ]る,"Ichidan verb, Transitive verb","to (understand and) accept (a responsibility); to have a knowledge of (a skill, art, etc.), to have a command of, to know (how to do)",,jlpt-n2
受験,taking an examination (esp. for entrance to a school or university),受験[じゅけん],"Noun, Suru verb, Transitive verb",,,jlpt-n2
直後,immediately following,直後[ちょくご],"Noun, Adverb ",,,jlpt-n2
割引,"discount, reduction, rebate",割引[わりびき],Noun,"tenths discounted, tenths reduced",,jlpt-n1 jlpt-n2
果たして,"as was expected, just as one thought, sure enough",果[は]たして,Adverb ,"really, actually, ever",,jlpt-n1 jlpt-n2
口実,"excuse, pretext",口実[こうじつ],Noun,,,jlpt-n2
過程,"process, course, mechanism",過程[かてい],Noun,,,jlpt-n2
葬式,funeral,葬式[そうしき],Noun,,,jlpt-n2
標準,"standard, level, norm",標準[ひょうじゅん],Noun,,,jlpt-n2
推定,"presumption, assumption",推定[すいてい],"Noun, Suru verb, Transitive verb, Noun which may take the genitive case particle 'no'",estimation,,jlpt-n2
点数,"marks, points, score, grade, runs (baseball)",点数[てんすう],Noun,"number of items, number of articles",,jlpt-n2
短期,short-term,短期[たんき],"Noun which may take the genitive case particle 'no', Noun",,,jlpt-n2
言葉遣い,"speech, expression, wording, language",言葉遣[ことばづか]い,Noun,,,jlpt-n2
神様,"God, god",神様[かみさま],Noun,"ace, king, superior person, god (amongst men)",Honorific or respectful (sonkeigo) language,jlpt-n2
見直す,to look at again,見直[みなお]す,"Godan verb with 'su' ending, Transitive verb","to re-examine (policy, estimate, plan, etc.), to review; to get a better opinion of, to see in a more positive light; to improve, to recover (market, illness, etc.)",,jlpt-n2
恩恵,"grace, favor, favour, blessing, benefit",恩恵[おんけい],Noun,,,jlpt-n2
形式,form (as opposed to substance),形式[けいしき],Noun,"format, form, style, manner; formality, form; mode, form; form (bilinear, quadratic, etc.)",,jlpt-n2
間隔,"space, interval",間隔[かんかく],Noun,"space character, whitespace",,jlpt-n2
行事,"event, function",行事[ぎょうじ],Noun,,,jlpt-n2
恨み,"resentment, grudge, malice, bitterness",恨[うら]み,Noun,"matter for regret, regret",,jlpt-n2
生る,to bear fruit,なる,"Godan verb with 'ru' ending, Intransitive verb",,,jlpt-n2usually_kana
改める,"to change, to alter, to revise, to replace",改[あらた]める,"Ichidan verb, Transitive verb","to reform, to correct, to mend, to improve; to examine, to check, to inspect; to do properly, to do formally",,jlpt-n2
直径,diameter,直径[ちょっけい],Noun,,,jlpt-n2
指定,"designation, specification, assignment, appointment, pointing at",指定[してい],"Noun, Suru verb, Transitive verb",,,jlpt-n2
気配,"indication, sign, hint, sensation, feeling",気配[けはい],Noun,tone (of the market),,jlpt-n1 jlpt-n2
素質,"makings (of), aptitude, talent, qualities",素質[そしつ],Noun,"nature, character, temperament",,jlpt-n2
活力,"vitality, energy, dynamism",活力[かつりょく],Noun,,,jlpt-n2
出迎える,"to meet, to greet",出迎[でむか]える,"Ichidan verb, Transitive verb",,,jlpt-n2
純粋,"pure, true, genuine, unmixed",純粋[じゅんすい],"Na-adjective , Noun which may take the genitive case particle 'no', Noun",,,jlpt-n2
上下,"top and bottom, high and low, above and below, upper and lower ends, up and down",上下[じょうげ],Noun,"going up and down, rising and falling, fluctuating; going and coming back; upper and lower classes, ruler and ruled, the government and the people; first and second volumes; top and bottom, two-piece (outfit)",,jlpt-n2
予備,"reserve, spare",予備[よび],"Noun, Noun which may take the genitive case particle 'no'","preparation, preliminaries",,jlpt-n2
発射,"firing (esp. a rocket or missile), launching, shooting, discharge, catapult",発射[はっしゃ],"Noun, Suru verb, Transitive verb",ejaculation,,jlpt-n2
申請,"application, request, petition",申請[しんせい],"Noun, Suru verb, Transitive verb",,,jlpt-n2
重ねる,"to pile up, to heap up, to stack up, to put on top of another",重[かさ]ねる,"Ichidan verb, Transitive verb","to repeat many times over, to go through repeatedly, to accumulate",,jlpt-n2
膨らむ,"to expand, to swell (out), to get big, to become inflated",膨[ふく]らむ,"Godan verb with 'mu' ending, Intransitive verb",,,jlpt-n2
拡張,"expansion, extension, enlargement",拡張[かくちょう],"Noun, Suru verb, Transitive verb","escape, ESC",,jlpt-n2
一々,"one-by-one, separately",いちいち,"Noun, Adverb ","every single, each and every, without omission, fully, in detail",,jlpt-n1 jlpt-n2usually_kana
削る,"to shave (wood, leather, etc.), to sharpen (e.g. pencil), to plane, to whittle, to pare, to scrape off, to erode",削[けず]る,"Godan verb with 'ru' ending, Transitive verb","to cut down (budget, expenses, staff, time, etc.), to curtail, to reduce; to delete, to erase, to remove, to cross out, to strike out",,jlpt-n2
窓口,"counter, window, teller window, ticket window",窓口[まどぐち],Noun,"contact person, point of contact",,jlpt-n2
消極的,"negative, passive, half-hearted, unmotivated",消極的[しょうきょくてき],Na-adjective ,,,jlpt-n2
未満,"less than, under, below",未満[みまん],"Noun, used as a suffix, Noun, Adverb ",,,jlpt-n2
作者,"creator (of a work), author, writer, artist, composer, playwright, dramatist",作者[さくしゃ],Noun,,,jlpt-n2
謙虚,"modest, humble",謙虚[けんきょ],"Na-adjective , Noun",,,jlpt-n2
長男,"eldest son (may be the only son), first-born son",長男[ちょうなん],Noun,,,jlpt-n2
録音,(audio) recording,録音[ろくおん],"Noun, Suru verb, Transitive verb",,,jlpt-n2
次ぐ,"to follow, to come after, to come next (to), to rank next (to), to rank second (to)",次[つ]ぐ,"Godan verb with 'gu' ending, Intransitive verb",,,jlpt-n2
公表,"official announcement, proclamation",公表[こうひょう],"Noun, Suru verb, Transitive verb",,,jlpt-n2
筆者,"writer, author",筆者[ひっしゃ],Noun,,,jlpt-n2
過半数,majority,過半数[かはんすう],Noun,,,jlpt-n2
応用,"(practical) application, putting to practical use",応用[おうよう],"Noun, Suru verb, Transitive verb","applied (e.g. physics, linguistics, research)",,jlpt-n2
裏口,"backdoor, rear entrance, rear exit",裏口[うらぐち],Noun,"unauthorized, illicit, illegal",,jlpt-n2
休養,"rest, relaxation, recreation, recuperation, convalescence",休養[きゅうよう],"Noun, Suru verb, Intransitive verb",,,jlpt-n2
