占う,"to tell someone's fortune, to divine (the future)",占[うらな]う,"Godan verb with 'u' ending, Transitive verb","to predict, to forecast",,jlpt-n2
番地,"house number, address",番地[ばんち],Noun,,,jlpt-n2
刷る,to print,刷[す]る,"Godan verb with 'ru' ending, Transitive verb",to color or pattern fabric using a wooden mold,,jlpt-n2
雑巾,"house-cloth, dust cloth",雑巾[ぞうきん],Noun,,,jlpt-n2
四角い,"square, rectangular",四角[しかく]い,I-adjective ,,,jlpt-n2
渇く,"to be thirsty, to feel thirsty",渇[かわ]く,"Godan verb with 'ku' ending, Intransitive verb","to thirst for, to crave",,jlpt-n2
揉む,"to rub, to crumple",もむ,"Godan verb with 'mu' ending, Transitive verb","to massage; to argue, to have a heated discussion; to train, to coach; to jostle, to crowd, to shake, to rock; to have various experiences (out in the world)",,jlpt-n2usually_kana
饂飩,"udon, thick Japanese wheat noodles",うどん,Noun,,,jlpt-n1 jlpt-n2usually_kana
縮れる,"to be wavy, to be curled, to be frizzled",縮[ちぢ]れる,"Ichidan verb, Intransitive verb",,,jlpt-n2
純情,"pure heart, naivete, innocence",純情[じゅんじょう],"Noun, Na-adjective ",,,jlpt-n2
倣う,"to imitate, to follow, to copy, to emulate",ならう,"Godan verb with 'u' ending, Intransitive verb",,,jlpt-n1 jlpt-n2usually_kana
ご苦労さま,"thank you (for your hard work), I appreciate your efforts",ご 苦労[くろう]さま,"Expressions , Na-adjective ",,Polite (teineigo) language,jlpt-n1 jlpt-n2
匙,spoon,さじ,Noun,,,jlpt-n2usually_kana
湯のみ,teacup,湯[ゆ]のみ,Noun,,,jlpt-n2
入れ物,"container, case, receptacle",入[い]れ 物[もの],Noun,"coffin, casket",,jlpt-n2
書き取り,"writing down from other written material, writing kanji text from hiragana",書[か]き 取[と]り,Noun,"transcription (of spoken material), dictation",,jlpt-n1 jlpt-n2
掛け算,multiplication,掛[か]け 算[ざん],Noun,,,jlpt-n2
差し支え,"hindrance, impediment",差[さ]し 支[つか]え,Noun,,,jlpt-n2
匂う,"to be fragrant, to smell (good)",匂[にお]う,"Godan verb with 'u' ending, Intransitive verb","to stink, to smell (bad); to glow, to be bright; to smack of, to show hints of",,jlpt-n2
甚だしい,"extreme, excessive, terrible, intense, severe, serious, tremendous, heavy (damage)",甚[はなは]だしい,I-adjective ,,,jlpt-n2
図表,"chart, diagram, graph, figure",図表[ずひょう],"Noun, Noun which may take the genitive case particle 'no'",,,jlpt-n2
雨戸,sliding storm shutter,雨戸[あまど],Noun,,,jlpt-n2
水滴,drop of water,水滴[すいてき],Noun,vessel for replenishing inkstone water,,jlpt-n2
頼もしい,"reliable, dependable, trustworthy, reassuring",頼[たの]もしい,I-adjective ,"hopeful, promising",,jlpt-n2
無地,"plain, unfigured, patternless, solid (color)",無地[むじ],"Noun which may take the genitive case particle 'no', Noun",,,jlpt-n2
馬鹿らしい,"absurd, foolish, stupid, silly, nonsense, ludicrous, preposterous, laughable, ridiculous",馬鹿[ばか]らしい,I-adjective ,,,jlpt-n1 jlpt-n2
お願いします,please,お 願[ねが]いします,Expressions ,,Humble (kenjougo) language,jlpt-n1 jlpt-n2
御覧,(please) try to,ごらん,,"(please) look; seeing, looking, watching",,jlpt-n2usually_kana
見かけ,outward appearance,見[み]かけ,Noun,apparent,,jlpt-n2
女の人,woman,女[おんな]の 人[ひと],"Expressions , Noun",,,jlpt-n2
沁み沁み,"keenly, deeply, fully, heartily, seriously, earnestly",しみじみ,"Adverb , Adverb taking the 'to' particle","calmly, quietly, softly; fixedly (gazing, staring), intently",,jlpt-n1 jlpt-n2usually_kana
引っ繰り返る,"to be overturned, to be reversed, to turn over, to capsize",引[ひ]っ 繰[く]り 返[かえ]る,"Godan verb with 'ru' ending, Intransitive verb","to fall down, to tumble down, to topple over, to lie on one's back",,jlpt-n2
お出掛け,"about to start out, just about to leave or go out",お 出掛[でか]け,Noun,"outing, trip","Honorific or respectful (sonkeigo) language, Polite (teineigo) language",jlpt-n2
やむを得ない,"cannot be helped, unavoidable",やむを 得[え]ない,"Expressions , I-adjective ",,,jlpt-n1 jlpt-n2
お先に,"before, previously",お 先[さき]に,Adverb ,ahead; pardon me for leaving (before you),Polite (teineigo) language,jlpt-n1 jlpt-n2
従姉妹,cousin (female),いとこ,Noun,,,jlpt-n2usually_kana
田んぼ,"paddy field, farm",田[た]んぼ,Noun,,,jlpt-n2
じゃん拳,"rock-paper-scissors (game), janken",じゃんけん,"Noun, Suru verb, Intransitive verb",,,jlpt-n1 jlpt-n2usually_kana
広々,"extensive, spacious",広々[ひろびろ],"Adverb taking the 'to' particle, Adverb , Suru verb, Na-adjective ",,,jlpt-n2
行ってらっしゃい,"have a good day, take care, see you",いってらっしゃい,,,,jlpt-n2usually_kana
憎い,"hateful, detestable, abominable, vexing, provoking",憎[にく]い,I-adjective ,"amazing, fantastic, admirable, lovely, wonderful",,jlpt-n1 jlpt-n2
話し中,busy (phone),話[はな]し 中[ちゅう],Noun which may take the genitive case particle 'no',"in talks, discussion underway",,jlpt-n2
悔やむ,"to mourn, to lament",悔[く]やむ,"Godan verb with 'mu' ending, Transitive verb","to be sorry, to regret, to repent",,jlpt-n2
仕上がる,"to be finished, to be completed, to be done",仕上[しあ]がる,"Godan verb with 'ru' ending, Intransitive verb",,,jlpt-n2
坊や,"boy, son, child",坊[ぼう]や,Noun,"mere boy, stripling, greenhorn",,jlpt-n2
請う,"to beg, to ask, to request, to invite",請[こ]う,"Godan verb with 'u' ending , Transitive verb","to pray, to wish",,jlpt-n2
特長,"strong point, forte, merit, strength",特長[とくちょう],Noun,,,jlpt-n2
焦がす,"to burn, to scorch, to singe, to char",焦[こ]がす,"Godan verb with 'su' ending, Transitive verb",,,jlpt-n2
挟まる,"to get between, to be caught in",挟[はさ]まる,"Godan verb with 'ru' ending, Intransitive verb",,,jlpt-n2
飽くまで,"to the end, to the bitter end, to the last, stubbornly, persistently, consistently, to the utmost",あくまで,Adverb ,"after all, it must be remembered, only, purely, simply",,jlpt-n2usually_kana
逆様,"inverted, upside down, reversed, back to front, wrong way round",逆様[さかさま],"Na-adjective , Noun which may take the genitive case particle 'no', Noun",,,jlpt-n2
言いつける,"to tell (to do), to order, to charge, to direct",言[い]いつける,"Ichidan verb, Transitive verb","to tell on (someone), to tattle, to report; to often say",,jlpt-n2
通り掛かる,to happen to pass by,通[とお]り 掛[か]かる,"Godan verb with 'ru' ending, Transitive verb, Intransitive verb",,,jlpt-n1 jlpt-n2
インク,ink,インク,Noun,,,jlpt-n2 jlpt-n3
バランス,balance,バランス,"Noun, Suru verb",,,jlpt-n2
ウール,wool,ウール,Noun,,,jlpt-n2
ダム,dam,ダム,Noun,dumb,,jlpt-n2
鋸,saw,のこぎり,Noun,musical saw,,jlpt-n1 jlpt-n2usually_kana
パターン,pattern,パターン,Noun,"behavioural pattern, behavioral pattern, predictability, force of habit",,jlpt-n2
伯母さん,aunt,おばさん,Noun,,Honorific or respectful (sonkeigo) language,jlpt-n2 jlpt-n5usually_kana
然うして,"and, like that",そうして,Conjunction,,,jlpt-n1 jlpt-n2 jlpt-n5usually_kana
赤道,equator,赤道[せきどう],"Noun, Noun which may take the genitive case particle 'no'",,,jlpt-n2
爪,"nail (e.g. fingernail, toenail), claw, talon, hoof",爪[つめ],Noun,"plectrum, pick; hook, clasp",,jlpt-n2
平野,"plain, open field",平野[へいや],Noun,,,jlpt-n2
小指,"little finger, pinky",小指[こゆび],Noun,little toe,,jlpt-n2
下線,"underline, underscore",下線[かせん],Noun,,,jlpt-n2
墨,"sumi, India ink, Chinese ink, ink stick, ink-cake",墨[すみ],Noun,"squid ink, octopus ink; carpenter's inking string",,jlpt-n2
琴,koto (13-stringed Japanese zither),琴[こと],Noun,"stringed instrument; zheng (Chinese zither), guzheng",,jlpt-n2
その他,"the rest, the others",その 他[ほか],"Expressions , Noun, Noun which may take the genitive case particle 'no'","in addition (to that), besides that, other than that, and other ...; and so forth, and the like, and what have you, et cetera",,jlpt-n1 jlpt-n2
お辞儀,"bow, bowing",お 辞儀[じぎ],"Noun, Suru verb, Intransitive verb",,Polite (teineigo) language,jlpt-n2
バケツ,"bucket, pail",バケツ,Noun,,,jlpt-n2usually_kana
ブラウス,blouse,ブラウス,Noun,,,jlpt-n2
モデル,"model, dummy, mock-up",モデル,Noun,"model (profession), fashion model; model (of a vehicle, machine, etc.), version; model (e.g. mathematical); model (for a fictional character, place, etc.), inspiration; model (in model theory)",,jlpt-n2
ハンドル,handle,ハンドル,Noun,"steering wheel; handlebar, handlebars; handle, screen name, username",,jlpt-n2
ピンク,pink,ピンク,"Noun, Noun which may take the genitive case particle 'no'","erotic, blue, pornographic",,jlpt-n2
ステージ,stage (platform),ステージ,Noun,"performance, show; stage (phase), part; stage, level",,jlpt-n2
蓋,"cover, lid, cap",蓋[ふた],Noun,,,jlpt-n1 jlpt-n2
ダイヤモンド,diamond,ダイヤモンド,Noun,"diamond, infield; diamonds (suit)",,jlpt-n2
リボン,ribbon,リボン,Noun,,,jlpt-n2
ネックレス,necklace,ネックレス,Noun,,,jlpt-n2
マンション,"condominium (usu. mid or high-rise), apartment building, apartment house, block of flats, apartment, flat",マンション,Noun,,,jlpt-n2
ヘリコプター,helicopter,ヘリコプター,Noun,,,jlpt-n2
センチ,"centimeter, centimetre",センチ,Noun,"centi-, 10^-2; sentimental",,jlpt-n2
ブラシ,brush,ブラシ,Noun,,,jlpt-n2
プラットホーム,platform,プラットホーム,Noun,,,jlpt-n2
プログラム,"program (of events, music, etc.), programme",プログラム,Noun,"program (booklet), brochure, pamphlet; (computer) program, programming",,jlpt-n2
アクセント,"accent (on a syllable, word), stress, pitch accent",アクセント,Noun,"intonation, inflection, cadence; (language) accent (e.g. American, British); accent (e.g. in a design), highlight, emphasis; accent (on a note)",,jlpt-n2
ジャーナリスト,journalist,ジャーナリスト,Noun,,,jlpt-n2
オーケストラ,orchestra,オーケストラ,Noun,,,jlpt-n2
スタート,"start, beginning",スタート,"Noun, Suru verb, Transitive verb, Intransitive verb","starting (e.g. a race), departing, starting point, starting line",,jlpt-n2
カバー,"cover, covering, dust jacket, wrapper",カバー,Noun,"covering (a song), cover, cover version; coverage; to cover (a loss), to offset, to compensate for (e.g. a weakness), to make up for, to cover for (someone)",,jlpt-n2
チョーク,chalk,チョーク,Noun,,,jlpt-n2
ボーナス,bonus,ボーナス,Noun,,,jlpt-n2
コンクリート,concrete,コンクリート,Noun,,,jlpt-n2usually_kana
サラリーマン,"office worker, company employee, company man, salaryman",サラリーマン,Noun,,,jlpt-n2
セメント,cement,セメント,Noun,,,jlpt-n2
テーマ,"theme, topic, subject matter, motif, project, slogan",テーマ,Noun,,,jlpt-n2
ダイヤル,"dial (e.g. telephone, radio, clock, gauge)",ダイヤル,"Noun, Suru verb",,,jlpt-n2
インタビュー,"interview (on television, in a newspaper, etc.)",インタビュー,"Noun, Suru verb, Transitive verb, Intransitive verb",,,jlpt-n2
ビタミン,vitamin,ビタミン,Noun,,,jlpt-n2
ポスター,poster,ポスター,Noun,,,jlpt-n2
シーツ,"sheet, bed sheet",シーツ,Noun,,,jlpt-n2
カロリー,calorie,カロリー,Noun,,,jlpt-n2
リズム,rhythm,リズム,Noun,,,jlpt-n2
サイレン,siren,サイレン,"Noun, Noun which may take the genitive case particle 'no'",,,jlpt-n2
ロッカー,locker,ロッカー,Noun,rocker,,jlpt-n2
ナイロン,nylon,ナイロン,Noun,,,jlpt-n2
キャンパス,campus,キャンパス,Noun,,,jlpt-n2
フライパン,"fry pan, frying pan",フライパン,Noun,,,jlpt-n2
コンクール,"competition, contest",コンクール,Noun,,,jlpt-n2
ファスナー,"zip fastener, zipper, zip",ファスナー,Noun,,,jlpt-n2
オルガン,organ (musical instrument),オルガン,Noun,,,jlpt-n2
マスク,(face) mask,マスク,Noun,"(facial) features, looks; mask (e.g. for circuit etching)",,jlpt-n2
スライド,"slide (for projection), transparency",スライド,Noun,"(microscope) slide; to slide, to slip; to shift (e.g. a group of items in a schedule), to move; to change (with a sliding scale), to index (to), to peg",,jlpt-n2
ミシン,sewing machine,ミシン,Noun,,,jlpt-n2
レジャー,leisure,レジャー,Noun,,,jlpt-n2
レンズ,lens,レンズ,Noun,,,jlpt-n2
リットル,"litre, liter",リットル,Noun,,,jlpt-n2
テンポ,tempo,テンポ,Noun,,,jlpt-n2
アンテナ,antenna,アンテナ,Noun,thing or method used to collect information or opinions,,jlpt-n2
スピーカー,speaker,スピーカー,Noun,,,jlpt-n2
ストップ,stop,ストップ,"Noun, Suru verb, Transitive verb, Intransitive verb",,,jlpt-n2
扇子,folding fan,扇子[せんす],Noun,,,jlpt-n2
歌留多,"karuta, traditional Japanese playing cards, esp. hyakunin isshu karuta or iroha karuta",カルタ,Noun,,,jlpt-n1 jlpt-n2usually_kana
スマート,"smart (clothing, etc.), stylish",スマート,Na-adjective ,"slim, slender; skilful, slick, clever, adroit",,jlpt-n2
シリーズ,series,シリーズ,"Noun, Noun, used as a suffix",,,jlpt-n2
ミリ,"milli-, 10^-3",ミリ,Prefix,"millimetre, millimeter",,jlpt-n1 jlpt-n2
サンプル,"sample, example, specimen",サンプル,Noun,display model (e.g. plastic food models used by restaurants),,jlpt-n2
バンド,band,バンド,Noun,belt,,jlpt-n2
ギャング,gang,ギャング,Noun,gangster,,jlpt-n2
ストッキング,stockings,ストッキング,Noun,,,jlpt-n2
コレクション,"collection (of art, stamps, etc.), collecting",コレクション,"Noun, Suru verb, Transitive verb","collection (i.e. a range of new clothes), fashion show",,jlpt-n2
コーラス,chorus,コーラス,Noun,,,jlpt-n2
イコール,"equal, equivalent",イコール,Na-adjective ,"equals sign, equality sign; equals (as in ""A equals B"")",,jlpt-n2
エプロン,apron,エプロン,Noun,apron (airport); apron (stage),,jlpt-n2
包む,"to wrap up, to pack, to bundle, to do up",包[つつ]む,"Godan verb with 'mu' ending, Transitive verb","to cover, to envelop, to shroud, to engulf; to conceal (a feeling), to hide; to give (money in an envelope; as a wedding gift, funeral offering, etc.)",,jlpt-n1 jlpt-n2 jlpt-n4
レポート,"report, paper",レポート,"Noun, Suru verb, Transitive verb",reportage,,jlpt-n2 jlpt-n3 jlpt-n4
ご馳走,"treat (esp. food and drink), entertainment, treating someone (to a meal), taking someone to dinner",ご 馳走[ちそう],"Noun, Suru verb, Transitive verb","gorgeous dinner, feast, excellent food, special dish, delicacy",Polite (teineigo) language,jlpt-n1 jlpt-n2 jlpt-n4
堀,"moat, fosse",堀[ほり],Noun,"canal, ditch",,jlpt-n2 jlpt-n3
ずっと,"continuously, the whole time, all the way, throughout",ずっと,Adverb ,"much (more), (by) far, far and away, a lot, a great deal; far (away), long (ago, before, after); straight, directly",,jlpt-n2 jlpt-n3
夫れ夫れ,"each, respectively",それぞれ,"Adverb , Noun, Noun which may take the genitive case particle 'no'",,,jlpt-n1 jlpt-n2 jlpt-n3usually_kana
彼方此方,"here and there, various places, all around, all over, everywhere, throughout",あちこち,"Pronoun, Adverb , Suru verb, Intransitive verb","muddled, confused, in the wrong order, back to front",,jlpt-n1 jlpt-n2 jlpt-n3usually_kana
塵,"rubbish, trash, garbage, refuse, litter",ごみ,Noun,,,jlpt-n2 jlpt-n3usually_kana
コース,"course, route, trail",コース,Noun,"course (of study), program; lane (in running, swimming, etc.); course (of action), policy, track, path; course (of a multi-course meal); full-course meal, multi-course meal; plan (type of offered service), course, option; pitch",,jlpt-n2
サークル,"group with a common interest (e.g. students), club (e.g. company sports club), circle",サークル,Noun,circle (shape),,jlpt-n2
大凡,"about, roughly, approximately",おおよそ,Adverb ,"generally, on the whole, as a rule; completely, quite, entirely, altogether, totally, not at all (with neg. verb); outline, gist",,jlpt-n2usually_kana
目下,"subordinate, subordinates, inferior, inferiors, junior",目下[めした],Noun,,,jlpt-n2
並行,"going side-by-side, going abreast",並行[へいこう],"Noun, Suru verb, Intransitive verb, Noun which may take the genitive case particle 'no'","running concurrently, occurring at the same time, keeping pace with",,jlpt-n1 jlpt-n2
脅かす,"to threaten, to menace, to intimidate",脅[おど]かす,"Godan verb with 'su' ending, Transitive verb","to startle, to frighten, to scare",,jlpt-n1 jlpt-n2
紅葉,"leaves turning red (in autumn), red leaves, autumn colours, fall colors",紅葉[こうよう],"Noun, Suru verb, Intransitive verb",,,jlpt-n2
羨む,"to envy, to be envious of, to be jealous of",羨[うらや]む,"Godan verb with 'mu' ending, Transitive verb",,,jlpt-n2
大木,large tree,大木[たいぼく],Noun,,,jlpt-n2
齧る,"to gnaw, to nibble, to bite, to munch, to crunch",かじる,"Godan verb with 'ru' ending, Transitive verb","to dabble in, to know a little bit about, to learn a little of, to have a smattering of",,jlpt-n1 jlpt-n2usually_kana
ひっくり返す,"to turn over, to turn upside down, to turn up, to turn inside out, to turn out",ひっくり 返[かえ]す,"Godan verb with 'su' ending, Transitive verb","to knock over, to tip over; to overturn (e.g. a decision), to upset, to reverse",,jlpt-n2
日日,"date (of a planned event, act, etc.), day",日日[ひにち],Noun,(number of) days,,jlpt-n2
白髪,"white hair, grey hair, gray hair",白髪[しらが],"Noun, Noun which may take the genitive case particle 'no'",,,jlpt-n2
すれ違う,"to pass (by) each other, to brush past",すれ 違[ちが]う,"Godan verb with 'u' ending, Intransitive verb","to miss (meeting) each other, to fail to meet; to be at odds, to clash, to be in conflict",,jlpt-n1 jlpt-n2
父母,"father and mother, parents",父母[ふぼ],Noun,,,jlpt-n1 jlpt-n2
複数,"plural, multiple",複数[ふくすう],"Noun which may take the genitive case particle 'no', Noun",plural (number),,jlpt-n2
万歳,"banzai, hurray, hurrah, hooray",万歳[ばんざい],"Noun, Suru verb","something to cheer about, something worthy of celebration; giving up, throwing one's hands up; eternal life and prosperity",,jlpt-n2
放る,"to throw, to fling, to hurl, to toss",放[ほう]る,"Godan verb with 'ru' ending, Transitive verb","to neglect, to abandon, to leave alone, to give up on, to leave undone, to leave unfinished",,jlpt-n2
炙る,"to warm (e.g. one's hands over a fire), to dry",あぶる,"Godan verb with 'ru' ending, Transitive verb","to toast, to grill, to broil, to roast, to scorch",,jlpt-n1 jlpt-n2usually_kana
お目出度い,"(matter) for congratulations, worthy of celebration, happy (occasion, ending, etc.), joyous, auspicious",おめでたい,I-adjective ,"naive, too good-natured, gullible, foolish, simple",Polite (teineigo) language,jlpt-n2usually_kana
関東,"Kantō, region consisting of Tokyo and surrounding prefectures",関東[かんとう],Noun,"Kantō, north-eastern half of Japan (during the feudal era)",,jlpt-n2
破く,"to tear, to rip",破[やぶ]く,"Godan verb with 'ku' ending, Transitive verb",,,jlpt-n2
傾らか,"gently sloping, gentle, gradual, easy",傾[なだ]らか,Na-adjective ,"smooth (process), gentle (e.g. tone of voice), slow (e.g. growth)",,jlpt-n2
順々,"in order, in turn",順々[じゅんじゅん],"Adverb , Noun",,,jlpt-n2
茶色い,"light brown, tawny",茶色[ちゃ]い,I-adjective ,,,jlpt-n2
挿す,"to insert, to put in",挿[さ]す,"Godan verb with 'su' ending, Transitive verb","to plant (a cutting), to strike; to arrange (flowers); to wear (a sword) in one's belt; to shut, to close, to lock, to fasten",,jlpt-n2
通帳,"passbook, bankbook",通帳[つうちょう],Noun,,,jlpt-n2
繋げる,to connect,つなげる,"Ichidan verb, Transitive verb","to tie, to fasten; to transfer (phone call)",,jlpt-n2usually_kana
此間,"the other day, lately, recently",こないだ,"Noun, Adverb ",,,jlpt-n2usually_kana
点々,"here and there, little by little, sporadically, scattered in drops",点々[てんてん],"Adverb , Adverb taking the 'to' particle","dots, spots",,jlpt-n2
私鉄,private railway,私鉄[してつ],Noun,,,jlpt-n2
造船,shipbuilding,造船[ぞうせん],"Noun, Suru verb, Intransitive verb",,,jlpt-n2
団地,"multi-unit apartments, apartment complex",団地[だんち],Noun,,,jlpt-n2
調味料,"seasoning, flavoring, flavouring, condiment",調味料[ちょうみりょう],Noun,,,jlpt-n2
文芸,literature,文芸[ぶんげい],Noun,"the arts, art and literature, liberal arts",,jlpt-n2
濃度,"concentration, density",濃度[のうど],Noun,cardinality,,jlpt-n2
防犯,prevention of crime,防犯[ぼうはん],"Noun, Noun which may take the genitive case particle 'no'","security (device, camera, etc.)",,jlpt-n2
民謡,"folk song, popular song",民謡[みんよう],Noun,,,jlpt-n2
領事,consul,領事[りょうじ],"Noun, Noun which may take the genitive case particle 'no'",,,jlpt-n2
列島,"archipelago, chain of islands",列島[れっとう],Noun,,,jlpt-n2
換気,ventilation,換気[かんき],"Noun, Suru verb, Intransitive verb",,,jlpt-n2
床の間,tokonoma (alcove where art or flowers are displayed),床[とこ]の 間[ま],Noun,,,jlpt-n2
消毒,"disinfection, sterilization, sterilisation",消毒[しょうどく],"Noun, Suru verb, Transitive verb",,,jlpt-n2
曲線,curve,曲線[きょくせん],Noun,,,jlpt-n2
地下水,underground water,地下水[ちかすい],Noun,,,jlpt-n2
半径,radius,半径[はんけい],Noun,,,jlpt-n2
見出し,"heading, headline, title, caption",見出[みだ]し,Noun,index; headword,,jlpt-n2
解く,"to undo, to untie, to unfasten, to unlace, to unravel, to loosen, to unpack",ほどく,"Godan verb with 'ku' ending, Transitive verb",,,jlpt-n1 jlpt-n2usually_kana
気を付ける,"to be careful, to pay attention, to take care",気[き]を 付[つ]ける,"Expressions , Ichidan verb",,,jlpt-n2
揶揄う,"to tease, to make fun of, to poke fun at, to make a crack about, to chaff, to kid, to joke, to banter, to pull someone's leg",からかう,"Godan verb with 'u' ending, Transitive verb",,,jlpt-n1 jlpt-n2usually_kana
アイデア,idea,アイデア,Noun,,,jlpt-n1 jlpt-n2
左様なら,"farewell, adieu, goodbye, so long",さようなら,,,,jlpt-n1 jlpt-n2usually_kana
点ける,"to turn on, to switch on, to light up",つける,"Ichidan verb, Transitive verb",,,jlpt-n2usually_kana
打つかる,"to bump into, to run into, to collide with, to hit, to strike",打[ぶ]つかる,"Godan verb with 'ru' ending, Intransitive verb","to encounter, to meet with, to come upon, to face, to run up against, to be confronted with; to clash (of opinions, people, etc.), to conflict, to be at odds (with); to clash (of events), to fall (on), to occur at the same time (as); to tackle head-on (a difficulty), to confront boldly",,jlpt-n2
打付ける,"to hit (e.g. one's head), to strike, to knock, to run (into), to crash (into)",ぶつける,"Ichidan verb, Transitive verb","to throw (at), to fling (at), to hurl (at); to vent (e.g. one's anger), to express (one's feelings), to throw (a question at someone); to pit (someone) against, to set against, to match against, to put up against",,jlpt-n1 jlpt-n2usually_kana
そっと,"softly, gently, quietly, lightly",そっと,Adverb ,"stealthily, secretly, in secret; to leave alone, to leave as it is",,jlpt-n2
火傷,"burn, scald",やけど,"Noun, Suru verb, Intransitive verb",,,jlpt-n1 jlpt-n2usually_kana
スケジュール,"schedule, program, calendar",スケジュール,Noun,,,jlpt-n2
うっかり,"carelessly, thoughtlessly, inadvertently",うっかり,"Adverb , Adverb taking the 'to' particle, Suru verb",,,jlpt-n2
ドキドキ,"thump-thump, bang-bang, pit-a-pat, pitapat, pitter-patter",ドキドキ,"Adverb , Adverb taking the 'to' particle","to beat fast (of one's heart), to throb, to pound, to palpitate",,jlpt-n2
彼此,"this and that, this or that, one thing or another, this way and that",あれこれ,"Adverb , Pronoun","around, about, round about, roughly, nearly, almost",,jlpt-n1 jlpt-n2usually_kana
くっ付く,"to adhere to, to stick to, to cling to",くっつく,"Godan verb with 'ku' ending, Intransitive verb","to keep close to, to go along with; to get involved with, to be thick with, to become intimate",,jlpt-n1 jlpt-n2usually_kana
しつこい,"insistent, obstinate, persistent, tenacious",しつこい,I-adjective ,"too rich (taste, etc.), fatty, heavy, greasy",,jlpt-n2usually_kana
プラスチック,plastic,プラスチック,"Noun, Noun which may take the genitive case particle 'no'",,,jlpt-n2
ぶつぶつ,"grunt, grumble, complaint, mutter",ぶつぶつ,"Noun, Adverb , Adverb taking the 'to' particle","pimples, spots, eruption, rash; cutting into small pieces; simmering",,jlpt-n2
こっそり,"stealthily, secretly, in secret",こっそり,"Adverb , Adverb taking the 'to' particle",,,jlpt-n2
汚す,"to pollute, to contaminate, to soil, to make dirty, to stain",汚[よご]す,"Godan verb with 'su' ending, Transitive verb","to disgrace, to dishonour, to dishonor, to defile",,jlpt-n1 jlpt-n2
痺れる,"to become numb, to go to sleep (e.g. a limb)",しびれる,"Ichidan verb, Intransitive verb","to get an electric shock, to tingle (from an electric shock); to be excited, to be titillated, to be mesmerized, to be enthralled",,jlpt-n1 jlpt-n2usually_kana
メニュー,menu,メニュー,Noun,"schedule, program, programme, course, services; (computer) menu",,jlpt-n2
ニコニコ,"with a friendly grin, smilingly",ニコニコ,"Adverb , Adverb taking the 'to' particle, Suru verb",,,jlpt-n2
呆れる,"to be amazed, to be shocked, to be astonished, to be astounded, to be disgusted, to be exasperated, to be fed up",呆[あき]れる,"Ichidan verb, Intransitive verb",,,jlpt-n1 jlpt-n2
どうせ,"anyhow, in any case, at any rate, after all, at all, no matter what",どうせ,Adverb ,"at best, at most",,jlpt-n2
レベル,"level, standard, amount, degree, grade, rank, class",レベル,Noun,"level (plane), floor, storey (story), layer, stratum; spirit level, (surveyor's) level; minor release sequence number (software versioning); rebel",,jlpt-n2
退く,"to step aside, to move (i.e. out of the way), to make way",どく,"Godan verb with 'ku' ending, Intransitive verb","to resign, to retire, to quit, to secede",,jlpt-n2usually_kana
ピストル,pistol,ピストル,Noun,,,jlpt-n2
まあまあ,"so-so, passable, not (so) bad, reasonable",まあまあ,"Noun which may take the genitive case particle 'no', Na-adjective , Adverb ","now, now, there, there, there now; my, my, oh my!, dear me!",,jlpt-n2
クリーニング,"cleaning, dry cleaning, laundry service",クリーニング,"Noun, Suru verb, Transitive verb",,,jlpt-n2
すっきり,"refreshingly, with a feeling of relief, pleasantly, (a weight) off one's shoulder",すっきり,"Adverb , Adverb taking the 'to' particle, Suru verb","shapely, neatly, refinedly; cleanly, without trouble; clearly, plainly, distinctly; completely, thoroughly; not at all (with negative sentence), not even slightly",,jlpt-n2
コック,"cook, chef",コック,Noun,"tap, spigot, faucet, cock; cock (male fowl); cock (penis)",,jlpt-n2
ラッシュアワー,rush hour,ラッシュアワー,Noun,,,jlpt-n2
ランチ,lunch,ランチ,Noun,"(Western-style) single-plate lunch set, plate lunch, lunch set",,jlpt-n2
シーズン,season (period in which regulated games are played),シーズン,Noun,"season (division of the year); season (of a TV show, etc.); season (for doing something, e.g. ski season, entrance examination season)",,jlpt-n2
スチュワーデス,"stewardess, (female) flight attendant",スチュワーデス,Noun,,,jlpt-n2
疾っくに,"long ago, a long time ago, already",とっくに,Adverb ,,,jlpt-n1 jlpt-n2usually_kana
凭れる,"to lean against, to lean on, to recline on",もたれる,"Ichidan verb, Intransitive verb","to lie heavy (on the stomach), to be uneasily digested",,jlpt-n1 jlpt-n2usually_kana
クーラー,air conditioner,クーラー,Noun,cooler,,jlpt-n2
モーター,motor,モーター,Noun,,,jlpt-n2
メーター,"meter, gauge",メーター,Noun,"metre (unit of length), meter",,jlpt-n2
ロビー,"lobby, lounge",ロビー,Noun,,,jlpt-n2
嚏,sneeze,くしゃみ,Noun,spoken twice in response to someone sneezing as a charm against an early death,,jlpt-n1 jlpt-n2usually_kana
船便,"surface mail (ship), sea mail",船便[ふなびん],Noun,"ferry service, steamer service",,jlpt-n2
潰れる,"to be crushed, to be squashed, to be smashed, to be destroyed, to be broken, to collapse",潰[つぶ]れる,"Ichidan verb, Intransitive verb","to go bankrupt, to go under, to fail, to collapse; to be ruined (of a plan), to be cancelled, to collapse (e.g. of a project), to fall through, to blow up; to be lost (of one's voice, eyesight, sense of smell, etc.), to cease functioning; to be taken up (of one's time), to be lost, to be wasted; to be missed (of a chance), to be lost; to be lost (of face, composure, etc.), to broken down (e.g. of one's courage), to be broken (of one's heart); to be worn down (of a pen nib, saw teeth, etc.), to wear away, to become dull; to get dead drunk",,jlpt-n2
